大きな石が地面にどしっと落ちた。;おおきな いし が じめん に どしっと おちた。;A large rock fell to the ground with a thud.;どしっ	ドシッ	thudding	onomatopoeia
電車の音がポッポッと聞こえてきた。;でんしゃ の おと が ぽっぽっ と きこえてきた。;I could hear the train going choo choo.;ぽっぽっ	ポッポッ	"""choo choo"""	onomatopoeia	train
壁にカビがポツポツと見え始めた。;かべ に かび が ぽつぽつ と みえ はじめた。;Mold started appearing dotted on the wall.;ぽつぽつ	ポツポツ	dotted with bumps or small holes	form
雨がぽつぽつ降り始めた。;あめ が ぽつぽつ ふりはじめた。;The rain started to fall little by little.;ぽつぽつ	ポツポツ	little by little	motions
雨がぽつぽつ降り始めた。;あめ が ぽつぽつ ふりはじめた。;The rain started falling here and there.;ぽつぽつ	ポツポツ	"scattered, here and there"	spacial orientation
彼は緊張して、ぽつぽつと話し始めた。;かれ は きんちょう して、ぽつぽつ と はなし はじめた。;He was nervous and began to speak with frequent pauses.;ぽつぽつ	ポツポツ	speaking with frequent pauses	speech
彼はほんの少しずつ進歩を遂げています。;かれ は ほんの すこしずつ しんぽ を とげて います。;He is making progress little by little.;ぽつぽつ	ポツポツ	little by little	temporal aspect
雨がぽつぽつ降り始めた。;あめ が ぽつぽつ ふり はじめた。;It has started to lightly rain.;ぽつぽつ	ポツポツ	starting to lightly rain	weather	rain
彼は緊張して、ぽつりぽつりと話し始めた。;かれ は きんちょう して、ぽつりぽつり と はなし はじめた。;He was nervous and began to speak with frequent pauses.;ぽつりぽつり	ポツリポツリ	speaking with frequent pauses	speech
彼は丘の上にぽつんと立っていた。;かれ は おか の うえ に ぽつん と たって いた。;He stood all alone on top of the hill.;ぽつん	ポツン	standing seperated	spacial orientation
その男は何も言わずぽつんと座っていました。;その おとこ は なにも いわず ぽつん と すわっていました。;The man sat alone without saying anything.;ぽつん	ポツン	mutter in a single word	speech
雨の雫が窓ガラスにポツンと落ちた。;あめ の しずく が まど がらす に ぽつん と おちた。;A raindrop fell with a single plop on the windowpane.;ぽつん	ポツン	a single drop falling and hitting something	state	liquids
彼は最近、食べ過ぎてお腹がボテボテしている。;かれ は さいきん、たべすぎて おなか が ぼてぼて している。;He has been eating too much lately, and his stomach is overly chubby.;ぼてぼて	ボテボテ	sickeningly fat	the body
雨のしずくが葉っぱにぽとっと落ちた。;あめ の しずく が はっぱ に ぽとっ と おちた。;A raindrop fell plop onto the leaf.;ぽとっ	ポトッ	a small drop dropping	state	liquids
彼女の涙がぼとぼとと床に落ちた。;かのじょ の なみだ が ぼとぼと と ゆか に おちた。;Her tears fell one by one onto the floor.;ぼとぼと	ボトボト	sound of tears dropping	crying
雨がボトボトと屋根に落ちる音が聞こえる。;あめ が ぼとぼと と やね に おちる おと が きこえる。;I can hear the sound of rain continuously dropping onto the roof.;ぼとぼと	ボトボト	drops continuously falling	state	liquids
彼女は涙がポトポトと頬を伝った。;かのじょ は なみだ が ぽとぽと と ほお を つたった。;Her tears dripped down her cheeks.;ぽとぽと	ポトポト	"droplets, dripping tears"	crying
雨がポトポトと屋根から落ちている。;あめ が ぽとぽと と やね から おちている。;The rain is continuously dripping from the roof.;ぽとぽと	ポトポト	drops continuously falling	state	liquids
雨のしずくが葉っぱにぽとりと落ちた。;あめ の しずく が はっぱ に ぽとり と おちた。;A raindrop fell gently onto the leaf.;ぽとり	ポトリ	a small drop dropping	state	liquids
彼女の頬を涙がぽとんと落ちた。;かのじょ の ほほ を なみだ が ぽとん と おちた。;A teardrop fell gently from her cheek.;ぽとん	ポトン	the sound of a light teardrop hitting a surface	crying
雨の雫が葉からぽとんと落ちた。;あめ の しずく が は から ぽとん と おちた。;A raindrop dropped from the leaf.;ぽとん	ポトン	a small drop dropping	state	liquids
彼女の名前をボヤッと思い出した。;かのじょ の なまえ を ぼやっ と おもいだした。;I vaguely remembered her name.;ぼやっ	ボヤッ	vaguely	mental actions	recollection
彼は朝食をとりながらぼやっとしていた。;かれ は ちょうしょく を とりながら ぼやっと していた。;He was in a half-daze while having breakfast.;ぼやっ	ボヤッ	in a half-daze	mental state	not with it
外の天気はぼやっとしていて、遠くがほとんど見えない。;そと の てんき は ぼやっと していて、 とおく が ほとんど みえない。;The weather outside is vague, and you can barely see into the distance.;ぼやっ	ボヤッ	"vague, dim"	weather	visibility
彼は大学を卒業したばかりで、まだ仕事はほやほやだ。;かれ は だいがく を そつぎょう した ばかり で、まだ しごと は ほやほや だ。;He just graduated from university, so he's still fresh at work.;ほやほや	ホヤホヤ	"to look fresh, inexperienced"	career experience
パンがオーブンから出たばかりなので、ホヤホヤです。;ぱん が おーぶん から でた ばかり なので、ほやほや です。;The bread is just out of the oven, so it's steaming hot.;ほやほや	ホヤホヤ	steaming hot	state
このチームのホヤホヤのコーチは頑張っている。;この ちーむ の ほやほや の こーち は がんばっている。;The brand new coach of this team is working hard.;ほやほや	ホヤホヤ	"brand new, just made"	to appear to be
毎朝 ぼやぼやしていると、電車を 逃してしまう。;まいあさ ぼやぼやしていると、でんしゃを のがしてしまう。;Every morning, if I'm absent-minded, I end up missing the train.;ぼやぼや	ボヤボヤ	"absent-minded, careless"	mental state	not with it
彼の靴はぼらぼらになっている。;かれ の くつ は ぼらぼら に なっている。;His shoes are worn-out.;ぼらぼら	ボラボラ	worn-out	form
彼はりんごをぼりぼり食べた。;かれ は りんご を ぼりぼり たべた。;He crunched on the apple.;ぼりぼり	ボリボリ	crunching	onomatopoeia
彼女はおせんべいをポリポリ食べている。;かのじょ は おせんべい を ぽりぽり たべている。;She is crunching on rice crackers.;ぽりぽり	ポリポリ	crunching	onomatopoeia
彼はビールを飲んで、ほろっとした気分になった。;かれ は びーる を のんで、 ほろっと した きぶん に なった。;He drank beer and felt tipsy.;ほろっ	ホロッ	to feel tipsy	body function	drunk
彼女は映画を観ながら、ほろっと涙をこぼした。;かのじょ は えいが を みながら、 ほろっと なみだ を こぼした 。;She shed a single small tear while watching the movie.;ほろっ	ホロッ	"a single small teardrop, to be touched"	crying
彼の話を聞いて、心が温かくなり、ほろっと泣いてしまった。;かれ の はなし を きいて 、 こころ が あたたかくなり 、 ほろっと ないてしまった 。;Listening to his story, my heart warmed, and I was moved to tears.;ほろっ	ホロッ	moved to tears	emotions	being moved
彼女の頬を涙がほろほろと流れた。;かのじょ の ほほ を なみだ が ほろほろ と ながれた。;Tears silently rolled down her cheeks.;ほろほろ	ホロホロ	small tears silently rolling off the cheek	crying
彼女の頬を涙がぼろぼろと流れていた。;かのじょ の ほお を なみだ が ぼろぼろ と ながれて いた。;Tears were rolling down her cheeks.;ぼろぼろ	ボロボロ	tears rolling down the cheek	crying
彼の服はぼろぼろになってしまった。;かれ の ふく は ぼろぼろ に なって しまった。;His clothes became ragged.;ぼろぼろ	ボロボロ	ragged	personal attire
彼の靴は古くてぼろぼろです。;かれ の くつ は ふるくて ぼろぼろ です。;His shoes are old and falling apart.;ぼろぼろ	ボロボロ	"worn out, falling apart, crumbling"	resultant state
彼女は悲しさで涙がぽろぽろとこぼれ落ちた。;かのじょ は かなしさ で なみだ が ぽろぽろ と こぼれ おちた。;Tears tumbled down her cheeks one after the other as she cried in sadness.;ぽろぽろ	ポロポロ	tears tumbling down one after the other	crying
彼女の目から涙がぽろぽろと零れ落ちた。;かのじょ の め から なみだ が ぽろぽろ と こぼれおちた。;Tears fell in drops from her eyes.;ぽろぽろ	ポロポロ	crumble into pieces	motions	desintegrate
彼女は別れてから、涙がポロポロと零れ落ちた。;かのじょ は わかれて から、なみだ が ポロポロ と こぼれおちた。;After the breakup, her tears tumbled down like raindrops.;ぽろぽろ	ポロポロ	"tumble down, crumble to nothing"	motions	disassociate
彼のクッキーはぽろぽろです。;かれ の くっきー は ぽろぽろ です。;His cookies are dry and crumbly.;ぽろぽろ	ポロポロ	dry and crumbly	texture
彼の優しさにほろりと涙がこぼれた。;かれ の やさしさ に ほろり と なみだ が こぼれた。;A single tear rolled down at his kindness.;ほろり	ホロリ	"a single small teardrop, to be touched"	crying
枝が折れてポンと音がした。;えだ が おれて ぽん と おと が した。;The branch broke with a cracking sound.;ぽん	ポン	cracking	onomatopoeia
水に石を投げると、ポンと音がした。;みず に いし を なげる と、ぽん と おと が した。;When I threw a stone into the water, it made a plopping sound.;ぽん	ポン	plopping	onomatopoeia
彼は肩をぽんと叩いた。;かれ は かた を ぽん と たたいた。;He patted his shoulder lightly.;ぽん	ポン	pat lightly	performing an action
彼はドアをポンと叩いた。;かれ は どあ を ぽん と たたいた。;He casually tapped on the door.;ぽん	ポン	casually	performing an action
彼女はほんのり笑った。;かのじょ は ほんのり わらった。;She smiled faintly.;ほんおり	ホンオリ	"faintly, slightly"	facial expression
彼の頬はほんのり赤く染まった。;かれ の ほほ は ほんのり あかく そまった。;His cheeks faintly turned red.;ほんのり	ホンノリ	"faintly, lightly visible"	resultant state
朝霧がほんのりと漂っていて、遠くの山々が見えにくい。;あさぎり が ほんのり と ただよっていて 、 とおく の やまやま が みえにくい 。;A faint morning mist is drifting, making the distant mountains difficult to see.;ほんのり	ホンノリ	"faint, slight"	weather	visibility
彼は怒ると情報をポンポンとぶちまける。;かれ は おこる と じょうほう を ぽんぽん と ぶちまける。;When he gets angry, he spills out information furiously.;ぽんぽん	ポンポン	"seemingly uncontrolled, furiously, 'like mad' "	motions
花火が夜空でぽんぽん上がった。;はなび が よぞら で ぽんぽん あがった。;Fireworks went off with a 'kapow' in the night sky.;ぽんぽん	ポンポン	"""kapow"""	onomatopoeia	fireworks
子どもたちは手をぽんぽん打ちながら歌を歌いました。;こ ども たち は て を ぽんぽん うち ながら うた を うたいました。;The children clapped their hands while singing a song.;ぽんぽん	ポンポン	clapping	onomatopoeia
魚が池に跳ねて、音がポンポンしました。;さかな が いけ に はねて、おと が ぽんぽん しました。;The fish jumped into the pond, making a plopping sound.;ぽんぽん	ポンポン	plopping	onomatopoeia
彼はプレゼンをぽんぽんと始めた。;かれ は ぷれぜん を ぽんぽん と はじめた。;He began the presentation without hesitation.;ぽんぽん	ポンポン	without hesitation	speech
昨日の夢はぼんやりとしか覚えていない。;きのう の ゆめ は ぼんやり と しか おぼえて いない。;I can only vaguely remember yesterday's dream.;ぼんやり	ボンヤリ	"hazy, vague"	mental actions	recollection
彼は窓の外を見ながらぼんやりと考え事をしていた。;かれ は まど の そと を みながら ぼんやり と かんがえごと を していた。;He was absent-mindedly reflecting as he looked out the window.;ぼんやり	ボンヤリ	absent-mindedly	mental actions	reflection
彼は授業中ずっと窓の外をぼんやり眺めていた。;かれ は じゅぎょうちゅう ずっと まど の そと を ぼんやり ながめて いた。;He was staring vacantly out the window throughout the lesson.;ぼんやり	ボンヤリ	"vacantly, blankly, airheaded"	mental state	not with it
彼は一日中ぼんやりしていた。;かれ は いちにちじゅう ぼんやり していた。;He was loafing about all day.;ぼんやり	ボンヤリ	loafing about	mental state
天気はぼんやりしていて、視界が悪い。;てんき は ぼんやり して いて 、 しかい が わるい 。;The weather is hazy and visibility is poor.;ぼんやり	ボンヤリ	hazy	weather	visibility
彼女の優しい微笑みで心がほんわかしました。;かのじょ の やさしい ほほえみ で こころ が ほんわか しました。;Her gentle smile gave me a warm and pleasant feeling.;ほんわか	ホンワカ	"warm and pleasant feeling, like being envelopped"	feelings
サムは電車を乗り越して、駅でまごまごしていた。;さむ は でんしゃ を のりこして、えき で まごまご していた。;Sam missed his stop on the train and was confused at the station.;まごまご	マゴマゴ	"confused, no knowing what to do"	mental state
彼の態度の変化をまざまざと感じた。;かれ の たいど の へんか を まざまざ と かんじた。;I vividly sensed the change in his attitude.;まざまざ	マザマザ	"vividly, fresh in the mind"	mental actions	recollection
彼女は彼をまじまじと見つめた。;かのじょ は かれ を まじまじ と みつめた。;She stared at him intently.;まじまじ	マジマジ	"to look hard, serious, to stare someone in the face"	eye expressions
人々の意見はまちまちだった。;ひとびと の いけん は まちまち だった。;People's opinions were diverse.;まちまち	マチマチ	"diverse, different"	resultant state
この本をまるまる読んでしまいました。;この ほん を まるまる よんで しまいました。;I have completely read this book.;まるまる	マルマル	"completely, entirely"	quantity
その宿題をまるまる仕上げるのに三日かかりました。;その しゅくだい を まるまる しあげる のに みっか かかりました。;It took me three full days to completely finish that assignment.;まるまる	マルマル	completely	temporal aspect
赤ちゃんの顔はマルマルしていて、とてもかわいい。;あかちゃん の かお は まるまる して いて、 とても かわいい。;The baby's face is plump and very cute.;まるまる	マルマル	"plump, full, rotund"	the body
彼は全く寝ないで、遠足中一睡もしませんでした。;かれ は まったく ねない で 、えんそく ちゅう いっすい も しません でした 。;He didn't sleep at all and didn't close his eyes even once during the excursion.;まんじる	マンジル	"not sleeping at all, to not close an eye (used with negative verb)"	body function	sleep
彼は詐欺師の言葉をまんまと信じてしまった。;かれ は さぎし の ことば を まんまと しんじて しまった。;He was completely taken in by the con artist's words.;まんま	マンマ	to be completely taken in 	mental state	not with it
蝉が元気に「ミーンミンミン」と鳴いている。;せみ が げんき に 「 ミーンミンミン 」 と な いて いる 。;The cicadas are chirping energetically with a 'Miiin min min' sound.;みーんみんみん	ミーンミンミン	that noise cicada relentlessly make	onomatopoeia	cicada
ドアがみしっと音を立てた。;どあ が みしっ と おと を たてた．;The door creaked.;みしっ	ミシッ	creaking	onomatopoeia
古い家の床が夜中にみしみしと音を立てる。;ふるい いえ の ゆか が よなか に みしみし と おと を たてる。;The old house's floor creaks during the night.;みしみし	ミシミシ	creaking	onomatopoeia
みすみすチャンスを逃した。;みすみす ちゃんす を のがした。;I missed the opportunity that was right in front of me.;みすみす	ミスミス	missing what's right in front of the eyes	action
みっちり勉強して試験に合格した。;みっちり べんきょう して しけん に ごうかく した。;I studied earnestly and passed the exam.;みっちり	ミッチリ	train/practice earnestly	action
彼女はむーっとした顔をして、何も言わずに部屋を出た。;かのじょ は むーっと した かお を して、 なに も いわず に へや を でた。;She made a miffed expression and left the room without saying anything.;むーっ	ムーッ	"miffed, offended"	facial expression
昨日、ランチに食べたものが悪かったのか、胃がムカッとした。;きのう らんち に たべた もの が わるかった の か, い が むかっと した。;Yesterday, I felt a wave of nausea in my stomach, probably because of what I ate for lunch.;むかっ	ムカッ	to feel momentarily nauseous	body function
彼の態度に腹が立ち、ムカッときた。;かれ の たいど に はら が たち、むかっと きた。;His attitude made my stomach churn with anger.;むかっ	ムカッ	sick with anger	emotions	anger
彼は食べすぎてむかむかしている。;かれ は たべすぎて むかむか している。;He feels nauseous from overeating.;むかむか	ムカムカ	to feel nauseous	body function
白い雲がむくむくと空に昇っていく。;しろい くも が むくむくと そら に のぼっていく。;The white clouds billow and rise into the sky.;むくむく	ムクムク	"billow, swirl"	motions	rising
彼は朝早く目が覚めて、ベッドからむくむくと起き上がった。;かれ は あさ はやく め が さめて、ベッド から むくむく と おきあがった。;He woke up early in the morning and quietly rose from bed.;むくむく	ムクムク	rising quietly	performing an action
赤ちゃんがむくむく太っています。;あかちゃん が むくむく ふとっ てい ます。;The baby is plump and chubby.;むくむく	ムクムク	plump [used only for children or animals]	the body
試験が終わった後も、むしゃくしゃした気持ちが消えなかった。;しけん が おわった あと も、むしゃくしゃした きもち が きえなかった。;Even after the exam ended, the vexed feeling didn't go away.;むしゃくしゃ	ムシャクシャ	"vexed, fretful, ugly, at a loss of composure"	mood	down
仕事でミスをしてしまい、なんとなくむしゃむしゃしている。;しごと で ミス を して しまい、なんとなく むしゃむしゃ して いる。;I made a mistake at work and I'm feeling a bit vexed and anxious.;むしゃむしゃ	ムシャムシャ	"vexed, fretful, ugly, at a loss of composure (less strong than むしゃくしゃ)"	mood	down
彼はおにぎりをむしゃむしゃ食べた。;かれ は おにぎり を むしゃむしゃ たべた。;He munched on the rice ball.;むしゃむしゃ	ムシャムシャ	munching	onomatopoeia	human noises
彼はサンドイッチをむしゃむしゃ食べている。;かれ は さんどいっち を むしゃむしゃ たべて いる。;He is munching on a sandwich.;むしゃむしゃ	ムシャムシャ	munching	performing an action	eating
彼は急に扉(とびら)をむずと掴んだ。;かれ は きゅう に とびら を むず と つかんだ。;He suddenly grabbed the door with force.;むず	ムズ	"grab suddenly, with force"	action
彼は何か気に入らないことがあって、ずっとむすっとした顔をしている。;かれ は なにか きにいらない こと が あって、ずっと むすっと した かお を している。;He seems displeased by something and has been sulking silently with a gloomy expression.;むすっ	ムスッ	"sulky, gloomy (showing discontent by staying silent)"	facial expression
彼はテストの結果が悪くて一日中むすっとしていた。;かれ は てすと の けっか が わるくて いちにちじゅう むすっと して いた。;He was sullen all day because he did poorly on the test.;むすっ	ムスッ	"sullen, ill humored and silent"	mood	down
試合に出られない選手は、ベンチでむずむずしている。;しあい に でられない せんしゅ は、ベンチ で むずむず している。;The player who couldn't participate in the match was itching on the bench, eager to show their skills.;むずむず	ムズムズ	itching for a chance to show off one's skill	emotions	urge
彼の話を聞いていると、どうしてもムズムズしてきます。;かれ の はなし を きいていると、どうしても むずむず してきます。;When I listen to his story, I can't help but feel uneasy.;むずむず	ムズムズ	small itches like tiny bugs are crawling over the skin	feelings
その子猫はむちむちしていて、とてもかわいいです。;その こねこ は むちむち して いて、 とても かわいい です。;That kitten is firm and fleshy and very cute.;むちむち	ムチムチ	firm and fleshy	the body
彼の無礼な発言に私はムッとした。;かれ の ぶれい な はつげん に わたし は むっ と した。;I was offended by his rude remarks.;むっ	ムッ	"offended, miffed"	emotions	anger
彼女は私の言葉にむっとした。;かのじょ は わたし の ことば に むっと した。;She was miffed by my words.;むっ	ムッ	"miffed, offended"	facial expression
今日はむっとするほど暑いですね。;きょう は むっ と する ほど あつい です ね。;It's stiflingly hot today, isn't it?;むっ	ムッ	stifling	weather	temperature
彼はベッドからむっくり起き上がった。;かれ は べっど から むっくり おきあがった。;He rose up suddenly from the bed.;むっくり	ムックリ	rising up suddenly	performing an action
このケーキはむっちりとした食感がある。;この けーき は むっちり と した しょっかん が ある。;This cake has a plump and fleshy texture.;むっちり	ムッチリ	"plump, fleshy"	form
彼女の赤ちゃんはむっちりしたほっぺたが可愛い。;かのじょ の あかちゃん は むっちり した ほっぺた が かわいい。;Her baby has cute plump cheeks.;むっちり	ムッチリ	plump	the body
彼は一日中むつっとしていた。;かれ は いちにちじゅう むつっと していた。;He was glum all day.;むつっ	ムツッ	"sullen, glum"	mood	down
彼は時々ムツッとして無口になる。;かれ は ときどき むつっ として むくち に なる 。;He sometimes becomes moody and quiet.;むつっ	ムツッ	"moody, quiet"	personal traits
彼はいつもむっつりした表情をしている。;かれ は いつも むっつり した ひょうじょう を している。;He always has a glum facial expression.;むっつり	ムッツリ	glum	facial expression
彼はいつもむっつりしている。;かれ は いつも むっつり している。;He always looks moody.;むっつり	ムッツリ	"moody, inhospitably"	mood	down
弟はいつもむっつりしていて、何を考えているのか分からない。;おとうとはいつもむっつりしていて、なにをかんがえているのか わからない。;My younger brother is always moody, and I can never tell what he's thinking.;むっつり	ムッツリ	"moody, quiet"	personal traits
彼はテストのことを思い出して、むにゃむにゃ言い始めた。;かれ は てすと の こと を おもいだして、 むにゃむにゃ いいはじめた。;He started to mumble when he remembered the test.;むにゃむにゃ	ムニャムニャ	"mumble, poorly articulated"	speech
彼はささいなことに むらむらと 怒りが 湧いた。;かれは ささいな ことに むらむらと いかりが わいた。;He felt anger suddenly surge over something trivial.;むらむら	ムラムラ	oncoming anger	emotions	anger
彼女を見ると、むらむらした気持ちが湧いてきました。;かのじょ を みる と、むらむら した きもち が わいて きました。;When I saw her, an overwhelming urge surged up within me.;むらむら	ムラムラ	"filled with desire to do something, impulse emotion"	emotions	urge
彼は怒っているかのようにカバンをむんずと掴んだ。;かれ は おこっている かのように かばん を むんず と つかんだ。;He grabbed the bag as if he were angry.;むんず	ムンズ	"grab suddenly, with force"	action
教室の中は生徒が多くて、むんむんとしている。;きょうしつ の なか は せいと が おおくて、むんむん と して いる。;The classroom is stuffy with so many students.;むんむん	ムンムン	stuffy	weather	temperature
ひつじがメーと鳴いています。;ひつじ が めー と ないて います。;The sheep goes 'meee'.;めー	メー	meee	onomatopoeia	sheep
羊が野原でめえーと鳴いています。;ひつじ が のはら で めえー と ないて います。;The sheep is bleating in the field.;めえー	メエー	me-e-e-e-e	onomatopoeia	sheep
彼は日本語がめきめき上達しました。;かれ は にほんご が めきめき じょうたつ しました。;He noticeably improved in Japanese.;めきめき	メキメキ	"noticably, markedly"	resultant state
彼はめきめきと成長しています。;かれ は めきめき と せいちょう して います。;He is growing remarkably.;めきめき	メキメキ	"remarkably, markedly"	resultant state
彼女はテストで悪い点を取って、ずっとめそめそしていた。;かのじょ は てすと で わるい てん を とって、ずっと めそめそ して いた。;She got a bad grade on the test and was sobbing in self-pity for a long time.;めそめそ	メソメソ	sobing in self-pity	emotions	crying
彼は昨晩のパーティーでめためたに酔っ払ってしまった。;かれ は さくばん の ぱーてぃー で めためた に よっぱらって しまった。;He got completely smashed at the party last night.;めためた	メタメタ	"be smashed, fall apart"	body function	drunk
彼の心はめためたになってしまった。;かれ の こころ は めためた に なって しまった。;His heart ended up smashed.;めためた	メタメタ	smashed	resultant state
彼の部屋はめちゃくちゃだ。;かれ の へや は めちゃくちゃ だ。;His room is all screwed up.;めちゃくちゃ	メチャクチャ	"all screwed up, not making sense"	resultant state
その部屋はめちゃくちゃになってしまった。;その へや は めちゃくちゃ に なって しまった。;The room ended up in a state of chaos.;めちゃくちゃ	メチャクチャ	"ruined, in shambles"	resultant state
彼の部屋はめちゃめちゃで、歩くのも大変だった。;かれ の へや は めちゃめちゃ で、あるく の も たいへん だった。;His room was a mess, and it was difficult even to walk.;めちゃめちゃ	メチャメチャ	"in pieces, a mess"	resultant state
彼の部屋はめちゃめちゃになっていた。;かれ の へや は めちゃめちゃ に なっていた。;His room was all messed up.;めちゃめちゃ	メチャメチャ	"all screwed up, not making sense"	resultant state
彼の部屋はめちゃめちゃになっていた。;かれ の へや は めちゃめちゃ に なっていた。;His room was in shambles.;めちゃめちゃ	メチャメチャ	"ruined, in shambles"	resultant state
秋になって、めっきり寒くなりました。;あき に なって、めっきり さむく なりました。;It has become noticeably cold now that autumn has arrived.;めっきり	メッキリ	"noticably, markedly"	resultant state
彼女はめっきり綺麗になりました。;かのじょ は めっきり きれい に なりました。;She has become markedly more beautiful.;めっきり	メッキリ	markedly	resultant state
彼の怒りはめらめらと燃えていた。;かれ の いかり は めらめら と もえていた。;His anger was burning fiercely.;めらめら	メラメラ	being devoured by flames	state	fire
大きな木がメリメリ倒れた。;おおき な き が めりめり たおれた。;The big tree snapped and fell over.;めりめり	メリメリ	"snap, split, crack"	action	snapping
彼の背骨がメリメリと音を立てて折れた。;かれ の せぼね が めりめり と おと を たてて おれた。;His spine cracked with a 'merimeri' sound.;めりめり	メリメリ	cracking	onomatopoeia
木が冬の寒さでめりめりとなった。;き が ふゆ の さむさ で めりめり と なった。;The tree creaked under the cold of winter.;めりめり	メリメリ	creaking	onomatopoeia
彼は昨日のパーティーでお酒にめろめろになった。;かれ は きのう の ぱーてぃー で おさけ に めろめろ に なった。;He became sloppily drunk at the party last night.;めろめろ	メロメロ	sloppily drunk	body function	drunk
粉雪が旋回しながら舞い上がる様子は、雲が立ち上がるようでした。;こなゆき が せんかい しながら まいあがる ようす は、くも が たちあがる ようでした。;The way the powdered snow whirled around and rose was like clouds rising up.;もーもー	モーモー	rise up in thick clouds	motions	rising
牛はもーもーと鳴いている。;うし は もーもー と ないて いる。;The cow is mooing.;もーもー	モーモー	moo	onomatopoeia	cow
煙がもくもくと上がる。;けむり が もくもく と あがる。;Smoke rises swirling up.;もくもく	モクモク	swirling	motions	rising
彼女はモグモグとお菓子を食べている。;かのじょ は もぐもぐ と おかし を たべている。;She is quietly chewing on the snacks.;もぐもぐ	モグモグ	chew with one's mouth closed	performing an action	eating
彼は話しながら、もぐもぐとパンを食べていた。;かれ は はなしながら もぐもぐ と ぱん を たべていた。;He was eating bread, mumbling as he spoke.;もぐもぐ	モグモグ	mumbling	speech
彼は驚いて何も言えなくて、ただもごもごしていた。;かれ は おどろいて なに も いえなくて、ただ もごもご していた。;He was so surprised that he couldn't say anything; he just mumbled.;もごもご	モゴモゴ	"dumstruck, at a loss for words"	speech
彼の顔はモサッとしていて、今日の会議には興味がなさそうだった。;かれ の かお は もさっと して いて、 きょう の かいぎ に は きょうみ が なさそう だった。;His face looked absentminded, and he seemed uninterested in today's meeting.;もさっ	モサッ	"to look abscentminded, not alert"	facial expression
彼は授業中もさっとして、先生の質問に答えられませんでした。;かれ は じゅぎょうちゅう もさっと して、せんせい の しつもん に こたえられません でした。;He was absent-minded in class and couldn't answer the teacher's question.;もさっ	モサッ	"slow-witted, dull"	mental state	not with it
彼はスピーチの前に緊張してもうじもうじしていた。;かれ は すぴーち の まえ に きんちょう して もじもじ して いた。;He was feeling timid and fidgety before his speech.;もじもじ	モジモジ	"timid, uneasy, refrained"	mental state
彼の髪はもしゃもしゃで、毎朝整えるのに時間がかかる。;かれ の かみ は もしゃもしゃ で、まいあさ ととのえる の に じかん が かかる。;His hair is unkempt and thick, and it takes a long time to get it in order every morning.;もしゃもしゃ	モシャモシャ	unkempt and thickly grown hair or whiskers	hair
彼の髪はもじゃもじゃしている。;かれ の かみ は もじゃもじゃ している。;His hair is frizzy and tangled.;もじゃもじゃ	モジャモジャ	the rougher version of もしゃもしゃ	hair
虫が服の中に入ったみたいで、もそもそする。;むし が ふく の なか に はいった みたい で、もそもそ する。;It feels as if a bug has gotten into my clothes, wriggling about and all.;もそもそ	モソモソ	the feeling like something is wriggling about	feelings
彼はもそもそとクッキーを食べている。;かれ は もそもそ と くっきー を たべている。;He is munching on a cookie.;もそもそ	モソモソ	munching something dry	performing an action	eating
彼はねこが好きではないので、ねこが近くにいるといつももそもそ動いています。;かれ は ねこ が すき で は ない ので、ねこ が ちかく に いる と いつも もそもそ うごいて います。;He doesn't like cats, so he always moves about restlessly when a cat is nearby.;もそもそ	モソモソ	move about restlessly	performing an action
彼は寝返りを打つたびにもそもそ動いている。;かれ は ねがえり を うつ たび に もそもそ うごいている。;He wriggles about every time he turns over in his sleep.;もそもそ	モソモソ	wriggle about	performing an action
彼のバッグの中で何かがもぞもぞ動いていた。;かれ の ばっぐ の なか で なにか が もぞもぞ うごいて いた。;Something was squirming around in his bag.;もぞもぞ	モゾモゾ	the feeling like something is squirming about	feelings
彼は重要な会議の前で、椅子に座ってもぞもぞしていた。;かれ は じゅうよう な かいぎ の まえ で、いす に すわって もぞもぞ して いた。;He was fidgeting nervously in his chair before the important meeting.;もぞもぞ	モゾモゾ	"to fidget nervously, shifting uneasy"	mood	nervous
彼はベッドの上でモゾモゾと動いていました。;かれ は べっど の うえ で もぞもぞ と うごいていました。;He was moving about restlessly on the bed.;もぞもぞ	モゾモゾ	move about restlessly and noisily	performing an action
虫が服の中でもぞもぞ動いている。;むし が ふく の なか で もぞもぞ うごいている。;A bug is wriggling about inside the clothes.;もぞもぞ	モゾモゾ	"wriggle about, with more sound than もそもそ"	performing an action
彼はいつももたもたしていて、仕事が進まない。;かれ は いつも もたもた していて、しごと が すすまない。;He is always slow and sluggish, so the work doesn't progress.;もたもた	モタモタ	slow and trady	resultant state
朝の公園はもやーっとしていた。;あさ の こうえん は もやーっと していた。;The park was misty in the morning.;もやーっ	モヤーッ	"misty, foggy"	weather	visibility
彼の頭はもやっとしていて、何も集中できなかった。;かれ の あたま は もやっとしていて、なにも しゅうちゅう できなかった。;His mind was foggy, and he couldn't focus on anything.;もやっ	モヤッ	"foggy, dazed"	mental state	not with it
今日は霧が深くてもやっとしている。;きょう は きり が ふかく もやっと している。;Today, the fog is thick and misty.;もやっ	モヤッ	"misty, foggy"	weather	visibility
